,Specimen Page,Sequence Length,Genus,Species,Genus species,% Match,Notes,Common_Name,Cruise ID,Haul ID,Station ID,Latitude,Longitude,SST,Depth,Stage,Picture file(s),Day,Month,Year,Time
NYOS2209E04_H07,NYOS2209E04_H07,652,Prionotus,carolinus,Prionotus carolinus,99.69,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1ywkLdl34TaAP8yJ-NiUWnCPCrO03cJ5F/view?usp=share_link,,,,
NYOS2209E04_H08,NYOS2209E04_H08,652,Prionotus,carolinus,Prionotus carolinus,99.69,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1XHzU_M-LgpVU3EkSTcWkKOz5rJIyOlq_/view?usp=share_link,,,,
NYOS2209E04_H09,NYOS2209E04_H09,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1vwZ9DUROhi-qavEfTCQ70JVxl5Z9juds/view?usp=share_link,,,,
NYOS2209E04_H10,NYOS2209E04_H10,652,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1K8KHdB-OQdy9CUi032p_Yaef4x1RF-n1/view?usp=share_link,,,,
NYOS2209E04_H11,NYOS2209E04_H11,652,Prionotus,carolinus,Prionotus carolinus,100,,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1JUq9h4g8U5yKN5Az_RWJyErPSt9HVONU/view?usp=share_link,,,,
NYOS2209E04_A01,NYOS2209E04_A01,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1DEHbTrlw99csPjPqUpRwEUp7wpOfujL9/view?usp=share_link,,,,
NYOS2209E04_A02,NYOS2209E04_A02,0,,, ,,,,2209,E04,6.3,,,,,Egg,https://drive.google.com/file/d/1e6naedQmw1CinYPAvoZrm91TQOys9e03/view?usp=share_link,,,,
NYOS2209E04_A03,NYOS2209E04_A03,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1o1iF6EPGu8drNphWMl3C6EUdYacuLD1u/view?usp=share_link,,,,
NYOS2209E04_A04,NYOS2209E04_A04,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1okWFHD-Wovi4nf_FQM9xsflCAkfCmi_6/view?usp=share_link,,,,
NYOS2209E04_A05,NYOS2209E04_A05,587,Brevoortia,tyrannus,Brevoortia tyrannus,99.14,Brevoortia patronus 99.31,Atlantic Menhaden,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1xJRoR7foKbkRWe491BBM4k43gPiGQoVS/view?usp=share_link,,,,
NYOS2209E04_A06,NYOS2209E04_A06,440,Brevoortia,tyrannus,Brevoortia tyrannus,100,,Atlantic Menhaden,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1MNR3X_nP4gwYhSX17m3Bm4SmHkCJQGoS/view?usp=share_link,,,,
NYOS2209E04_A07,NYOS2209E04_A07,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1Dw5mU_Fdi12eH2NIgD3RrxVd2_5SWUh5/view?usp=share_link,,,,
NYOS2209E04_A08,NYOS2209E04_A08,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2209,E04,6.3,,,,,Larva,https://drive.google.com/file/d/1nIrzKzVLC_yxC6jYOVIEf9rf05JaXM6i/view?usp=share_link,,,,
NYOS2209E05_A09,NYOS2209E05_A09,652,Prionotus,carolinus,Prionotus carolinus,99.53,Prionotus rubio 99.50,Northern Searobin,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1p0MTA1-egxAjqxItDTIAlWkwXhL4z4in/view?usp=share_link,,,,
NYOS2209E05_A10,NYOS2209E05_A10,462,Prionotus,carolinus,Prionotus carolinus,99.56,Prionotus rubio 99.12,Northern Searobin,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/18V7OY7MjaLt0GvLqGzZtliiWGrPp7QzP/view?usp=share_link,,,,
NYOS2209E05_A11,NYOS2209E05_A11,474,Prionotus,carolinus,Prionotus carolinus,100,Prionotus rubio 100,Northern Searobin,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/11Lzn6gl-LaChYTtFq-i6438yTu2iwgyj/view?usp=share_link,,,,
NYOS2209E05_A12,NYOS2209E05_A12,652,Prionotus,evolans,Prionotus evolans,100,,Striped Searobin,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1Soqo0u7nw552ZsReMbn2pZuKeU5L8bi2/view?usp=share_link,,,,
NYOS2209E05_B01,NYOS2209E05_B01,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1gQhOqRElT09ZBBPb0MO4s6Kw_XfFh5Zu/view?usp=share_link,,,,
NYOS2209E05_B02,NYOS2209E05_B02,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1GCDL7ygkkrww_qIwe6eFS2EqxWjJitC0/view?usp=share_link,,,,
NYOS2209E05_B03,NYOS2209E05_B03,652,Prionotus,carolinus,Prionotus carolinus,99.84,Prionotus rubio 99.50,Northern Searobin,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1-h2CkR54qHPSTgTb0pA9TDXiHyV4akoe/view?usp=share_link,,,,
NYOS2209E05_B04,NYOS2209E05_B04,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1lsbuIdPALduQ6PKivXGVO5BFKbh78xNm/view?usp=share_link,,,,
NYOS2209E05_B05,NYOS2209E05_B05,0,,, ,,,,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1WNGJSBEO_eWVufkHt9X0G7OeMsc7XuYk/view?usp=share_link,,,,
NYOS2209E05_B06,NYOS2209E05_B06,0,,, ,,,,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1EOyeE443rK2SPtvmeLegtfjADLkynCN6/view?usp=share_link,,,,
NYOS2209E05_B07,NYOS2209E05_B07,0,,, ,,,,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1sgjmgEIqybU88xenmxMRmV80h0GlplLq/view?usp=share_link,,,,
NYOS2209E05_B08,NYOS2209E05_B08,0,,, ,,,,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1QIzogyXMxxukIrbbCFgFi7Aas9szzpe4/view?usp=share_link,,,,
NYOS2209E05_B09,NYOS2209E05_B09,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1rKTJ5Sn3egb-bh09oSJuhIQVb47PZjjn/view?usp=share_link,,,,
NYOS2209E05_B10,NYOS2209E05_B10,652,Prionotus,carolinus,Prionotus carolinus,99.84,Prionotus rubio 99.00,Northern Searobin,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/13mhpSPWgO69ShlK6WrsfCniZ-_vke1mv/view?usp=share_link,,,,
NYOS2209E05_B11,NYOS2209E05_B11,652,Paralichthys,oblongus,Paralichthys oblongus,99.69,,Fourspot Flounder,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/12mh96ALjhcNvvXlvqzDrzo3AT8X8OBHt/view?usp=share_link,,,,
NYOS2209E05_B12,NYOS2209E05_B12,652,Paralichthys,oblongus,Paralichthys oblongus,99.85,,Fourspot Flounder,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1jQFs8dsaWeUcWyWD4-IReNM5w3ngPXZZ/view?usp=share_link,,,,
NYOS2209E05_C01,NYOS2209E05_C01,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1kWlc_OrjTDFIRcq1OSUU5ISEAreDmf8k/view?usp=share_link,,,,
NYOS2209E05_C02,NYOS2209E05_C02,652,Prionotus,carolinus,Prionotus carolinus,100,Prionotus rubio 99.50,Northern Searobin,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1JAYJeOLLOEH_7-hkn6bzHq5WNtx4MIHp/view?usp=share_link,,,,
NYOS2209E05_C03,NYOS2209E05_C03,652,Prionotus,carolinus,Prionotus carolinus,99.53,,Northern Searobin,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1f5bMLEvd51K5RCgJNm3kffsmdl-wDqWG/view?usp=share_link,,,,
NYOS2209E05_C04,NYOS2209E05_C04,652,Urophycis,regia,Urophycis regia,100,,Spotted Codling,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1ZdEX7mUW6gmD7jWiBBkJsC5IaiQMBvi0/view?usp=share_link,,,,
NYOS2209E05_C05,NYOS2209E05_C05,629,Prionotus,carolinus,Prionotus carolinus,99.84,Prionotus rubio 99.14,Northern Searobin,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1MHtphvVXy7KtIzFvzSvBRUunmUTe-nLo/view?usp=share_link,,,,
NYOS2209E05_C06,NYOS2209E05_C06,652,Prionotus,carolinus,Prionotus carolinus,99.84,Prionotus rubio 99.17,Northern Searobin,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1kjwDsrd3eXs8f9-mSy0mdtteJtKgrlf1/view?usp=share_link,,,,
NYOS2209E05_C07,NYOS2209E05_C07,652,Prionotus,carolinus,Prionotus carolinus,99.38,Prionotus rubio 99.00,Northern Searobin,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1rCx-ALeq7GP5wLN4n3lwV0RlLGDZG6__/view?usp=share_link,,,,
NYOS2209E05_C08,NYOS2209E05_C08,652,Prionotus,carolinus,Prionotus carolinus,99.84,Prionotus rubio 99.50,Northern Searobin,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1Tb8hLAaiJu7ieKxhX2r-67v75Gpcr4H0/view?usp=share_link,,,,
NYOS2209E05_C09,NYOS2209E05_C09,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.33,Northern Searobin,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/13gESEAbVYT5385G1q9O5xPkd1DSXJK2Y/view?usp=share_link,,,,
NYOS2209E05_C10,NYOS2209E05_C10,0,,, ,,,,2209,E05,6.4,,,,,Larva,https://drive.google.com/file/d/1_3lVTFPUHBhn8s_4ghmUTHn43AqmHS_d/view?usp=share_link,,,,
NYOS2209E05_C11,NYOS2209E05_C11,652,Prionotus,carolinus,Prionotus carolinus,99.53,Prionotus rubio 99.17,Northern Searobin,2209,E05,6.4,,,,,Egg,https://drive.google.com/file/d/1O-uXnjcHg7-DBvj05OuyskMRjpL4h1Cu/view?usp=share_link,,,,
NYOS2209E06_C12,NYOS2209E06_C12,652,Paralichthys,oblongus,Paralichthys oblongus,99.82,,Fourspot Flounder,2209,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1iSXw2U-WC5PXjCMqq9CJlm29P_EjJyQA/view?usp=share_link,,,,
NYOS2209E06_D01,NYOS2209E06_D01,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2209,E06,6.5,,,,,Egg,https://drive.google.com/file/d/17vqEnPM_JiwcqynSRhhIhJ8wmBuPxN1t/view?usp=share_link,,,,
NYOS2209E06_D02,NYOS2209E06_D02,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2209,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1YhbZ24MtUbu9kpfmK-VNlmhMTF71Ui4D/view?usp=share_link,,,,
NYOS2209E06_D03,NYOS2209E06_D03,618,Urophycis,regia,Urophycis regia,100,,Spotted Codling,2209,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1ZhANr8I9M1b_hbBwWItby-xtp88OyTSm/view?usp=share_link,,,,
NYOS2209E06_D04,NYOS2209E06_D04,647,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2209,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1m0UOQRUjulg0l-nNEP448Iqk3P98_RG_/view?usp=share_link,,,,
NYOS2209E06_D05,NYOS2209E06_D05,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.23,,Gulfstream Flounder,2209,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1INVdYDvOQnXSqDwlHgB0O1sVYd-SqV8x/view?usp=share_link,,,,
NYOS2209E06_D06,NYOS2209E06_D06,634,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2209,E06,6.5,,,,,Egg,https://drive.google.com/file/d/1Ch1HWl9Bh80Xnxu2MyUA0iwPQvCO8tAk/view?usp=share_link,,,,
NYOS2209E07_D07,NYOS2209E07_D07,652,Rhomboplites,aurorubens,Rhomboplites aurorubens,100,,Vermilion Snapper,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1Hzs2bNJ1Z26oYj_xw1H3d1nTqYeya2fE/view?usp=share_link,,,,
NYOS2209E07_D08,NYOS2209E07_D08,652,Bothus,robinsi,Bothus robinsi,100,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1Vu3wSi0i2TUo0ZW-gV138JHSlgNujtk1/view?usp=share_link,,,,
NYOS2209E07_D09,NYOS2209E07_D09,652,Syacium,papillosum,Syacium papillosum,99.69,,Dusky Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1Y5MjEnr4NkLXsEOtaqMEtXwTf4JN_7R1/view?usp=share_link,,,,
NYOS2209E07_D10,NYOS2209E07_D10,652,Trachinocephalus,myops,Trachinocephalus myops,100,,Snakefish,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1vveMRpcbeUyze2loz1JeVV2eH5pcUrc1/view?usp=share_link,,,,
NYOS2209E07_D11,NYOS2209E07_D11,652,Syacium,papillosum,Syacium papillosum,99.38,,Dusky Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1riSozjF5ylCRlfudTxUGfXjUsJnKNTf4/view?usp=share_link,,,,
NYOS2209E07_D12,NYOS2209E07_D12,652,Bothus,robinsi,Bothus robinsi,99.49,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1He1c_9ZaT-4FiE6TvHFKGgEth7ek2OAC/view?usp=share_link,,,,
NYOS2209E07_E01,NYOS2209E07_E01,652,Tetragonurus,atlanticus,Tetragonurus atlanticus,100,,Bigeye Squaretail,2209,E07,6.6,,,,,Egg,https://drive.google.com/file/d/1wEBPMrrcx42HzhYDQuOO4hldvb94EANY/view?usp=share_link,,,,
NYOS2209E07_E02,NYOS2209E07_E02,652,Tetragonurus,atlanticus,Tetragonurus atlanticus,99.85,,Bigeye Squaretail,2209,E07,6.6,,,,,Egg,https://drive.google.com/file/d/182a1yJ9U4p6dLbWQq1s8zJHH2JthDfjR/view?usp=share_link,,,,
NYOS2209E07_E03,NYOS2209E07_E03,652,Bothus,robinsi,Bothus robinsi,99.83,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1BYRLyY0jCwl-Tdxvl1cENcyRcRVlV_jU/view?usp=share_link,,,,
NYOS2209E07_E04,NYOS2209E07_E04,652,Xyrichtys,novacula,Xyrichtys novacula,99.85,,Pearly Razorfish,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1VRnw6g6149HA7C21bFARr4ucgtovKLGy/view?usp=share_link,,,,
NYOS2209E07_E05,NYOS2209E07_E05,652,Bothus,robinsi,Bothus robinsi,99.83,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1QbIpZ1dCkziwQ3eNWdH98ev3eTpfiz8w/view?usp=share_link,,,,
NYOS2209E07_E06,NYOS2209E07_E06,652,Synodus,poeyi,Synodus poeyi,100,,Offshore Lizardfish,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/14gRvmaX6Yr3XbUU1Bipw56UYSi80cP4e/view?usp=share_link,,,,
NYOS2209E07_E07,NYOS2209E07_E07,652,Xyrichtys,novacula,Xyrichtys novacula,100,,Pearly Razorfish,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1wIO6-UxGhR2KdHBRz-PCURq8uTdzBAgq/view?usp=share_link,,,,
NYOS2209E07_E08,NYOS2209E07_E08,652,Ceratoscopelus,maderensis,Ceratoscopelus maderensis,99.85,,Madeira Lantern Fish,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1g_KRJVNDI4CP4MURosvokD2poBnQwtcv/view?usp=share_link,,,,
NYOS2209E07_E09,NYOS2209E07_E09,652,Syacium,papillosum,Syacium papillosum,99.53,,Dusky Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1HZxnLTH25-zm20br4HyScFt2QR0xVNHq/view?usp=share_link,,,,
NYOS2209E07_E10,NYOS2209E07_E10,652,Trachinocephalus,myops,Trachinocephalus myops,100,,Snakefish,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1ILm_FAwQOL_CN_ce2n3svM1uLbqw1Idc/view?usp=share_link,,,,
NYOS2209E07_E11,NYOS2209E07_E11,652,Trachinocephalus,myops,Trachinocephalus myops,100,,Snakefish,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1nsoPyXzlacwf0nGdqkcaR9fgnOHgnww2/view?usp=share_link,,,,
NYOS2209E07_E12,NYOS2209E07_E12,652,Syacium,papillosum,Syacium papillosum,99.69,,Dusky Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1R34-JDmADbcz9jTrMugQAHGi1oK7L8d3/view?usp=share_link,,,,
NYOS2209E07_F01,NYOS2209E07_F01,652,Bothus,robinsi,Bothus robinsi,100,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/10EqLFtsu_-D3PxKDEG-pfVKNk1vrINo7/view?usp=share_link,,,,
NYOS2209E07_F02,NYOS2209E07_F02,652,Bothus,robinsi,Bothus robinsi,100,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1Z-Hezf6ityuyHx-xEYu11kp_ey4dR13Y/view?usp=share_link,,,,
NYOS2209E07_F03,NYOS2209E07_F03,652,Syacium,papillosum,Syacium papillosum,99.69,,Dusky Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1uiE45h6kes2nD3Of9uyE4fLfA6gpw4wn/view?usp=share_link,,,,
NYOS2209E07_F04,NYOS2209E07_F04,652,Bothus,robinsi,Bothus robinsi,99.85,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1UPvJrtdMGKc5zytelG-4WKuAqPGZ9O_8/view?usp=share_link,,,,
NYOS2209E07_F05,NYOS2209E07_F05,652,Diaphus,dumerilii,Diaphus dumerilii,100,,Dumeril's Lanternfish,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1HoNb8YNNJhbQ9HcHJvdS41bFRzzlE9wx/view?usp=share_link,,,,
NYOS2209E07_F06,NYOS2209E07_F06,652,Bothus,robinsi,Bothus robinsi,100,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1_eFG7Cg0vAfJDnU_T_qkMUEPjlKXR666/view?usp=share_link,,,,
NYOS2209E07_F07,NYOS2209E07_F07,652,Bothus,robinsi,Bothus robinsi,99.83,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1fTv_udKxgAfH2LWnGgD-x4VyEQLHKXLF/view?usp=share_link,,,,
NYOS2209E07_F08,NYOS2209E07_F08,652,Bothus,robinsi,Bothus robinsi,100,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1_MR5AWlP_sZS-VLDVEoO9K4OaVFHOToT/view?usp=share_link,,,,
NYOS2209E07_F09,NYOS2209E07_F09,652,Syacium,papillosum,Syacium papillosum,99.84,,Dusky Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1x244svpq0kwzHcPk-j0KaUus8z5p70SZ/view?usp=share_link,,,,
NYOS2209E07_F10,NYOS2209E07_F10,652,Bothus,robinsi,Bothus robinsi,100,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1U-Mao9yXh5-rMuESAwLiyU6oVvjtNFxf/view?usp=share_link,,,,
NYOS2209E07_F11,NYOS2209E07_F11,652,Bothus,robinsi,Bothus robinsi,99.66,,Twospot Flounder,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1P8va9fs0G77GplgHa_ts0XLxfm8vynVb/view?usp=share_link,,,,
NYOS2209E07_F12,NYOS2209E07_F12,0,,, ,,,,2209,E07,6.6,,,,,Larva,https://drive.google.com/file/d/1Yla_t6pA9kVwaoplxzIjhTH_pK19_PPl/view?usp=share_link,,,,
NYOS2305E01_G01,NYOS2305E01_G01,652,Tautoga,onitis,Tautoga onitis,100,,Blackfish,2305,E01,8.1,,,,,Egg,https://drive.google.com/file/d/1Zrn3rq69XoNj3CuI9rXEQ7BGGyHWHVgX/view?usp=share_link,,,,
NYOS2305E01_G02,NYOS2305E01_G02,652,Prionotus,evolans,Prionotus evolans,100,,Striped Searobin,2305,E01,8.1,,,,,Egg,https://drive.google.com/file/d/1pOdJ9NubaM_9AoPo_DD0DgrrqcFJjsEg/view?usp=share_link,,,,
NYOS2305E02_G03,NYOS2305E02_G03,652,Scophthalmus,aquosus,Scophthalmus aquosus,100,,Windowpane Flounder,2305,E02,8.2,,,,,Larva,https://drive.google.com/file/d/1vYlnj33hcjci2I6YWhrlfXUPY0N_nuHq/view?usp=share_link,,,,
NYOS2305E02_G04,NYOS2305E02_G04,652,Prionotus,evolans,Prionotus evolans,99.84,,Striped Searobin,2305,E02,8.2,,,,,Egg,https://drive.google.com/file/d/1-XSfVRJs0TeftHPDFZACDD3yg9PGqOKA/view?usp=share_link,,,,
NYOS2305E09_G05,NYOS2305E09_G05,652,Paralichthys,oblongus,Paralichthys oblongus,100,,Fourspot Flounder,2305,E09,9.6,,,,,Egg,https://drive.google.com/file/d/14HhiEFnMxlT1wLzdMSCpULsdZ620vx0s/view?usp=share_link,,,,
NYOS2305E15A_G06,NYOS2305E15A_G06,652,Scophthalmus,aquosus,Scophthalmus aquosus,100,,Windowpane Flounder,2305,E15,10.1,,,,,Larva,https://drive.google.com/file/d/1l3PTTJjbCO4XuyW4-bSOW_jX_vMppHXZ/view?usp=share_link,,,,
NYOS2305E16_G07,NYOS2305E16_G07,652,Tautogolabrus,adspersus,Tautogolabrus adspersus,100,,Cunner,2305,E16,10.2,,,,,Egg,https://drive.google.com/file/d/19wICqAH5NSpXxhjEv9fZYlow7MuGkchw/view?usp=share_link,,,,
NYOS2305E16_G08,NYOS2305E16_G08,652,Scomber,scombrus,Scomber scombrus,100,,Atlantic Mackerel,2305,E16,10.2,,,,,Egg,https://drive.google.com/file/d/1ctPcATJpDMuLQSoRrTGEBrZF3SZHDaip/view?usp=share_link,,,,
NYOS2305E16_G09,NYOS2305E16_G09,647,Tautogolabrus,adspersus,Tautogolabrus adspersus,100,,Cunner,2305,E16,10.2,,,,,Egg,https://drive.google.com/file/d/1YgHsH-6CjXJXvfvx_rX1q8Dlb4KGTMVq/view?usp=share_link,,,,
NYOS2305E02B_G10,NYOS2305E02B_G10,652,Paralichthys,oblongus,Paralichthys oblongus,100,,Fourspot Flounder,2305,E02,8.2,,,,,Egg,https://drive.google.com/file/d/14g73fFgiBaroonloNK3JCxnPoxM2uhAA/view?usp=share_link,,,,
NYOS2305E27_G11,NYOS2305E27_G11,652,Tautogolabrus,adspersus,Tautogolabrus adspersus,100,,Cunner,2305,E27,11.2,,,,,Egg,https://drive.google.com/file/d/1-W9-seedeHtbGi-i7E5ZniJ1a1mUJsnS/view?usp=share_link,,,,
NYOS2305E27_G12,NYOS2305E27_G12,652,Tautogolabrus,adspersus,Tautogolabrus adspersus,100,,Cunner,2305,E27,11.2,,,,,Egg,https://drive.google.com/file/d/1BRP4BW9sl7EWRiZhg7kM4Nr71iP7z1H3/view?usp=share_link,,,,
NYOS2305E27_H01,NYOS2305E27_H01,652,Tautogolabrus,adspersus,Tautogolabrus adspersus,100,,Cunner,2305,E27,11.2,,,,,Egg,https://drive.google.com/file/d/1rMK7t4KpK4FpOQDXKoPDuLe35uHf-VjB/view?usp=share_link,,,,
NYOS2305E27_H02,NYOS2305E27_H02,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.23,,Gulfstream Flounder,2305,E27,11.2,,,,,Egg,https://drive.google.com/file/d/1_XE1LEcKuVla9qrbOp913aOyJHfIEjff/view?usp=share_link,,,,
NYOS2305E27_H03,NYOS2305E27_H03,652,Tautogolabrus,adspersus,Tautogolabrus adspersus,100,,Cunner,2305,E27,11.2,,,,,Egg,https://drive.google.com/file/d/1NdkANGNWeNnTWq3VPY31D5RlKvXyim0p/view?usp=share_link,,,,
NYOS2305E28_H04,NYOS2305E28_H04,652,Merluccius,bilinearis,Merluccius bilinearis,100,,Silver Hake,2305,E28,11.1,,,,,Egg,https://drive.google.com/file/d/1wntJL3_NJNXYdSTbZmpiXqe1ujWAv9CH/view?usp=share_link,,,,
NYOS2305E28_H05,NYOS2305E28_H05,652,Prionotus,evolans,Prionotus evolans,100,,Striped Searobin,2305,E28,11.1,,,,,Egg,https://drive.google.com/file/d/13PoERC6Iyh8NsbHX6qzk93XqMAUh0Flu/view?usp=share_link,,,,
NYOS2305E28_H06,NYOS2305E28_H06,652,Scophthalmus,aquosus,Scophthalmus aquosus,100,,Windowpane Flounder,2305,E28,11.1,,,,,Egg,https://drive.google.com/file/d/1bbQGwR5A8MJEEaw9bOYptOi0DijIIT2j/view?usp=share_link,,,,
NYOS2305E28_H07,NYOS2305E28_H07,652,Scomber,scombrus,Scomber scombrus,100,,Atlantic Mackerel,2305,E28,11.1,,,,,Egg,https://drive.google.com/file/d/1Km5f0OBp9Xh4EsJdrdKEE-fUwmGySL7x/view?usp=share_link,,,,
NYOS2305E28_H08,NYOS2305E28_H08,652,Tautoga,onitis,Tautoga onitis,100,,Blackfish,2305,E28,11.1,,,,,Egg,https://drive.google.com/file/d/1hoxHpMB8uRyjRXeSccO4F5rfwgEFTg-l/view?usp=share_link,,,,
NYOS2305E28_H09,NYOS2305E28_H09,652,Paralichthys,oblongus,Paralichthys oblongus,100,,Fourspot Flounder,2305,E28,11.1,,,,,Egg,https://drive.google.com/file/d/1iPaTBY83GoSnFp7wX3QUY2hkCuLqnK34/view?usp=share_link,,,,
NYOS2309E02_H10,NYOS2309E02_H10,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.85,,Gulfstream Flounder,2309,E02,8.2,,,,,Larva,https://drive.google.com/file/d/1uVYK9O_DeoWv4OLlF6h0_icrBlv42crJ/view?usp=share_link,,,,
NYOS2309E02_H11,NYOS2309E02_H11,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2309,E02,8.2,,,,,Larva,https://drive.google.com/file/d/19SGXhmc4fUlj9l8WydC_HtD25eQgiYnY/view?usp=share_link,,,,
NYOS2309E02_A01,NYOS2309E02_A01,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2309,E02,8.2,,,,,Larva,https://drive.google.com/file/d/1nwck3GB2HONOPwnRnYeurUKJmXvaauKd/view?usp=share_link,,,,
